,name,cmc,legalities,reprint,set,set_type,rarity,prices
5579,Staff of the Sun Magus,3.0,legal,True,m15,core,uncommon,0.13
5580,Staff of the Wild Magus,3.0,legal,True,m15,core,uncommon,0.10
5581,Staggering Insight,2.0,legal,False,thb,expansion,uncommon,0.24
5582,Stain the Mind,5.0,legal,False,m15,core,rare,0.20
5583,Stalking Drone,2.0,legal,False,ogw,expansion,common,0.02
5584,Stalking Tiger,4.0,legal,True,w17,starter,common,0.07
5585,Stallion of Ashmouth,4.0,legal,False,soi,expansion,common,0.02
5586,Stalwart Aven,3.0,legal,True,ima,masters,common,0.02
5587,Stampede Rider,3.0,legal,False,thb,expansion,common,0.01
5588,Stampeding Elk Herd,5.0,legal,False,dtk,expansion,common,0.04
5589,Stampeding Horncrest,5.0,legal,False,rix,expansion,common,0.02
5590,Stampeding Rhino,5.0,legal,True,w17,starter,common,0.10
5591,Standing Troops,3.0,legal,True,w17,starter,common,0.06
5592,Star of Extinction,7.0,legal,False,xln,expansion,mythic,2.52
5593,Star-Crowned Stag,4.0,legal,False,m19,core,common,0.01
5594,Starfall,5.0,legal,False,jou,expansion,common,0.02
5595,Starfield Mystic,2.0,legal,False,m20,core,rare,2.14
5596,Starfield of Nyx,5.0,legal,False,ori,core,mythic,11.41
5597,Starlit Mantle,2.0,legal,False,thb,expansion,common,0.01
5598,Start Your Engines,4.0,legal,False,kld,expansion,uncommon,0.09
5599,Startled Awake // Persistent Nightmare,4.0,legal,False,soi,expansion,mythic,2.38
5600,Stasis Snare,3.0,legal,False,bfz,expansion,uncommon,0.18
5601,Status // Statue,5.0,legal,False,grn,expansion,uncommon,0.16
5602,Status // Statue,5.0,legal,False,grn,expansion,uncommon,0.16
5603,Statute of Denial,4.0,legal,False,m15,core,common,0.06
5604,Staunch-Hearted Warrior,4.0,legal,True,uma,masters,common,0.01
5605,Steadfast Armasaur,4.0,legal,False,xln,expansion,uncommon,0.10
5606,Steadfast Cathar,2.0,legal,False,emn,expansion,common,0.05
5607,Steadfast Sentinel,4.0,legal,False,hou,expansion,common,0.01
5608,Steadfast Sentry,3.0,legal,False,m20,core,common,0.01
5609,Steady Aim,2.0,legal,False,war,expansion,common,0.03
5610,Stealer of Secrets,3.0,legal,True,w17,starter,common,0.09
5611,Stealth Mission,3.0,legal,False,war,expansion,common,0.04
5612,Steam Augury,4.0,legal,True,c15,commander,rare,0.14
5613,Steam Vents,0.0,legal,True,grn,expansion,rare,14.31
5614,Steel Leaf Champion,3.0,legal,False,dom,expansion,rare,1.44
5615,Steel Overseer,2.0,legal,True,c21,commander,rare,0.90
5616,Steelbane Hydra,2.0,legal,False,eld,expansion,rare,7.75
5617,Steelclaw Lance,2.0,legal,False,eld,expansion,uncommon,0.02
5618,Steelform Sliver,3.0,legal,False,m14,core,uncommon,0.26
5619,Steelgaze Griffin,5.0,legal,False,eld,expansion,common,0.01
5620,Steeple Creeper,3.0,legal,False,rna,expansion,common,0.03
5621,Steeple Roc,5.0,legal,False,dgm,expansion,common,0.01
5622,Stensia Banquet,3.0,legal,False,emn,expansion,common,0.09
5623,Stensia Innkeeper,4.0,legal,False,emn,expansion,common,0.03
5624,Stensia Masquerade,3.0,legal,True,voc,commander,uncommon,0.10
5625,Steppe Glider,5.0,legal,True,gn2,box,uncommon,0.08
5626,Stern Constable,1.0,legal,False,soi,expansion,common,0.02
5627,Stern Dismissal,1.0,legal,False,thb,expansion,common,0.08
5628,Steward of Solidarity,2.0,legal,False,hou,expansion,uncommon,0.08
5629,Stinging Lionfish,2.0,legal,False,thb,expansion,uncommon,0.07
5630,Stinging Shot,1.0,legal,False,akh,expansion,common,0.03
5631,Stir the Sands,6.0,legal,False,akh,expansion,uncommon,0.07
5632,Stitched Mangler,3.0,legal,False,soi,expansion,common,0.06
5633,Stitcher's Graft,1.0,legal,False,emn,expansion,rare,0.12
5634,Stitcher's Supplier,1.0,legal,False,m19,core,uncommon,3.40
5635,Stitchwing Skaab,4.0,legal,False,soi,expansion,uncommon,0.09
5636,Stoic Builder,3.0,legal,False,soi,expansion,common,0.02
5637,Stoke the Flames,4.0,legal,False,m15,core,uncommon,0.20
5638,Stolen Identity,6.0,legal,True,znc,commander,rare,0.35
5639,Stolen by the Fae,2.0,legal,False,eld,expansion,rare,0.15
5640,Bonecrusher Giant // Stomp,3.0,legal,False,eld,expansion,rare,0.33
5641,Stomping Ground,0.0,legal,True,rna,expansion,rare,9.62
5642,Stone Golem,5.0,legal,True,m20,core,common,0.02
5643,Stone Haven Medic,2.0,legal,False,bfz,expansion,common,0.02
5644,Stone Haven Outfitter,2.0,legal,False,ogw,expansion,rare,0.29
5645,Stone Quarry,0.0,legal,True,cmr,draft_innovation,uncommon,0.03
5646,Stonecoil Serpent,0.0,legal,False,eld,expansion,rare,1.01
5647,Stonefare Crocodile,3.0,legal,True,ddm,duel_deck,common,0.04
5648,Stoneforge Acolyte,1.0,legal,False,ogw,expansion,uncommon,0.07
5649,Stoneforge Masterwork,1.0,legal,False,ogw,expansion,rare,2.25
5650,Stonefury,5.0,legal,True,cmr,draft_innovation,common,0.01
5651,Stonehorn Chanter,6.0,legal,False,m14,core,uncommon,0.02
5652,Stoneshock Giant,5.0,legal,True,cm2,commander,uncommon,0.12
5653,Thraben Gargoyle // Stonewing Antagonizer,1.0,legal,False,soi,expansion,uncommon,0.07
5654,Stonewise Fortifier,2.0,legal,False,jou,expansion,common,0.01
5655,Stony Strength,1.0,legal,False,rna,expansion,common,0.11
5656,Storm Fleet Aerialist,2.0,legal,False,xln,expansion,uncommon,0.09
5657,Storm Fleet Arsonist,5.0,legal,False,xln,expansion,uncommon,0.08
5658,Storm Fleet Pyromancer,5.0,legal,False,xln,expansion,common,0.01
5659,Storm Fleet Sprinter,3.0,legal,False,rix,expansion,uncommon,0.24
5660,Storm Fleet Spy,3.0,legal,False,xln,expansion,uncommon,0.07
5661,Storm Fleet Swashbuckler,2.0,legal,False,rix,expansion,uncommon,0.10
5662,Storm Herald,3.0,legal,False,thb,expansion,rare,0.13
5663,Storm Sculptor,4.0,legal,True,jmp,draft_innovation,common,0.06
5664,Storm Strike,1.0,legal,False,rna,expansion,common,0.03
5665,Storm the Citadel,5.0,legal,False,war,expansion,uncommon,0.03
5666,Storm the Vault // Vault of Catlacan,4.0,legal,False,rix,expansion,rare,4.83
5667,Storm's Wrath,4.0,legal,False,thb,expansion,rare,0.34
5668,Stormbreath Dragon,5.0,legal,False,ths,expansion,mythic,1.75
5669,Stormcaller of Keranos,3.0,legal,False,bng,expansion,uncommon,0.03
5670,Stormchaser Chimera,4.0,legal,True,cn2,draft_innovation,uncommon,0.23
5671,Stormchaser Mage,2.0,legal,False,ogw,expansion,uncommon,0.21
5672,Stormcrag Elemental,6.0,legal,False,dtk,expansion,uncommon,0.04
5673,Stormfist Crusader,2.0,legal,False,eld,expansion,rare,0.32
5674,Stormfront Pegasus,2.0,legal,True,w17,starter,uncommon,0.04
5675,Stormrider Rig,2.0,legal,False,dtk,expansion,uncommon,0.11
5676,Stormrider Spirit,5.0,legal,True,mid,expansion,common,0.01
5677,Stormtide Leviathan,8.0,legal,True,cmr,draft_innovation,rare,0.24
5678,Stormwing Dragon,6.0,legal,False,dtk,expansion,uncommon,0.15
5679,"Storrev, Devkarin Lich",4.0,legal,False,war,expansion,rare,0.26
5680,Strange Augmentation,1.0,legal,False,emn,expansion,common,0.03
5681,Strangling Spores,4.0,legal,False,m19,core,common,0.01
5682,Strategic Planning,2.0,legal,True,khm,expansion,common,0.01
5683,Stratus Dancer,2.0,legal,True,c19,commander,rare,0.11
5684,Stratus Walk,2.0,legal,True,ori,core,common,0.02
5685,Street Riot,5.0,legal,False,grn,expansion,uncommon,0.10
5686,Street Spasm,1.0,legal,True,c13,commander,uncommon,0.08
5687,Street Sweeper,6.0,legal,False,rtr,expansion,uncommon,0.03
5688,Strength from the Fallen,2.0,legal,False,jou,expansion,uncommon,0.09
5689,Strength of Arms,1.0,legal,True,2xm,masters,common,0.02
5690,Strength of the Pack,6.0,legal,True,cmr,draft_innovation,uncommon,0.02
5691,Strider Harness,3.0,legal,True,rix,expansion,common,0.02
5692,Striking Sliver,1.0,legal,False,m14,core,common,0.39
5693,Strionic Resonator,2.0,legal,True,c19,commander,rare,5.62
5694,Striped Riverwinder,7.0,legal,False,hou,expansion,common,0.43
5695,Stromkirk Condemned,2.0,legal,True,voc,commander,rare,0.12
5696,Stromkirk Mentor,4.0,legal,False,soi,expansion,common,0.04
5697,Stromkirk Occultist,3.0,legal,True,voc,commander,rare,0.12
5698,Strongarm Monk,5.0,legal,False,dtk,expansion,uncommon,0.09
5699,Stronghold Confessor,1.0,legal,False,dom,expansion,common,0.02
5700,Structural Collapse,6.0,legal,False,gtc,expansion,common,0.01
5701,Structural Distortion,4.0,legal,False,soi,expansion,common,0.04
5702,Struggle // Survive,5.0,legal,True,znc,commander,uncommon,0.06
5703,Stubborn Denial,1.0,legal,False,ktk,expansion,uncommon,1.11
5704,Student of Ojutai,4.0,legal,True,ima,masters,common,0.04
5705,Stymied Hopes,2.0,legal,False,ths,expansion,common,0.02
5706,Subjugator Angel,6.0,legal,True,gnt,box,uncommon,2.83
5707,Submerged Boneyard,0.0,legal,True,znc,commander,uncommon,0.17
5708,Subterranean Scout,2.0,legal,False,ori,core,common,0.01
5709,Subtle Strike,2.0,legal,True,znr,expansion,common,0.01
5710,Succumb to Temptation,3.0,legal,False,emn,expansion,common,0.21
5711,Sudden Reclamation,4.0,legal,False,frf,expansion,uncommon,0.09
5712,Sudden Storm,4.0,legal,False,bng,expansion,common,0.06
5713,Sulfur Falls,0.0,legal,True,dom,expansion,rare,4.12
5714,Sultai Ascendancy,3.0,legal,False,ktk,expansion,rare,0.18
5715,Sultai Banner,3.0,legal,False,ktk,expansion,common,0.10
5716,Sultai Charm,3.0,legal,True,c19,commander,uncommon,0.11
5717,Sultai Emissary,2.0,legal,False,frf,expansion,common,0.10
5718,Sultai Flayer,4.0,legal,True,ima,masters,uncommon,0.06
5719,Sultai Runemark,3.0,legal,False,frf,expansion,common,0.02
5720,Sultai Scavenger,6.0,legal,False,ktk,expansion,common,0.07
5721,Sultai Skullkeeper,2.0,legal,True,uma,masters,common,0.03
5722,Sultai Soothsayer,5.0,legal,False,ktk,expansion,uncommon,0.05
5723,Sumala Woodshaper,4.0,legal,False,grn,expansion,common,0.02
5724,Summary Dismissal,4.0,legal,False,emn,expansion,rare,0.27
5725,Summary Judgment,2.0,legal,False,rna,expansion,common,0.02
5726,Summit Prowler,4.0,legal,True,dtk,expansion,common,0.01
5727,Sun Sentinel,2.0,legal,True,m19,core,common,0.25
5728,Sun-Blessed Mount,5.0,legal,False,xln,expansion,rare,0.41
5729,Sun-Collared Raptor,2.0,legal,False,rix,expansion,common,0.04
5730,Sun-Crested Pterodon,5.0,legal,False,rix,expansion,common,0.02
5731,Sun-Crowned Hunters,6.0,legal,False,xln,expansion,common,0.13
5732,Sunbird's Invocation,6.0,legal,True,c21,commander,rare,0.59
5733,Sunblade Angel,6.0,legal,False,war,expansion,uncommon,0.11
5734,Sunblade Elf,1.0,legal,False,m15,core,uncommon,0.12
5735,Sunbond,4.0,legal,False,bng,expansion,uncommon,0.52
5736,Sunbringer's Touch,4.0,legal,False,dtk,expansion,rare,0.11
5737,Suncleanser,2.0,legal,False,m19,core,rare,0.15
5738,Sunder Shaman,4.0,legal,False,rna,expansion,uncommon,0.14
5739,Sundering Growth,2.0,legal,True,c19,commander,common,0.16
5740,Sundering Stroke,7.0,legal,False,eld,expansion,rare,0.10
5741,Sungrace Pegasus,2.0,legal,False,m15,core,common,0.11
5742,Sunhome Guildmage,2.0,legal,True,mm3,masters,uncommon,0.08
5743,Sunhome Stalwart,2.0,legal,False,grn,expansion,uncommon,0.09
5744,Sunken Hollow,0.0,legal,True,mic,commander,rare,0.91
5745,Sunlit Hoplite,2.0,legal,False,thb,expansion,common,0.15
5746,Sunmane Pegasus,4.0,legal,False,thb,expansion,common,0.01
5747,Sunpetal Grove,0.0,legal,True,xln,expansion,rare,4.39
5748,Sunrise Seeker,5.0,legal,False,xln,expansion,common,0.04
5749,Sunscorch Regent,5.0,legal,True,c21,commander,rare,1.30
5750,Sunscorched Desert,0.0,legal,False,akh,expansion,common,0.20
5751,Sunscourge Champion,3.0,legal,False,hou,expansion,uncommon,0.08
5752,Sunset Pyramid,2.0,legal,True,cmr,draft_innovation,uncommon,0.01
5753,Sunspire Gatekeepers,4.0,legal,False,dgm,expansion,common,0.01
5754,Sunspire Griffin,3.0,legal,False,rtr,expansion,common,0.03
5755,Suntail Hawk,1.0,legal,True,m14,core,common,0.05
5756,Supernatural Stamina,1.0,legal,True,cmr,draft_innovation,common,0.06
5757,Supplant Form,6.0,legal,False,frf,expansion,rare,0.28
5758,Supply Caravan,5.0,legal,False,akh,expansion,common,0.03
5759,Supply-Line Cranes,5.0,legal,False,jou,expansion,common,0.03
5760,Suppression Bonds,4.0,legal,False,ori,core,common,0.04
5761,Supreme Phantom,2.0,legal,True,voc,commander,rare,0.24
5762,Supreme Verdict,4.0,legal,True,ima,masters,rare,8.06
5763,Supreme Will,3.0,legal,True,cmr,draft_innovation,uncommon,0.07
5764,Sure Strike,2.0,legal,True,vow,expansion,common,0.01
5765,Surge Mare,2.0,legal,False,m19,core,uncommon,0.06
5766,Surge of Righteousness,2.0,legal,False,dtk,expansion,uncommon,0.12
5767,Surrak Dragonclaw,5.0,legal,False,ktk,expansion,mythic,3.25
5768,"Surrak, the Hunt Caller",4.0,legal,False,dtk,expansion,rare,0.37
5769,Survey the Wreckage,5.0,legal,False,rtr,expansion,common,0.02
5770,Struggle // Survive,5.0,legal,True,znc,commander,uncommon,0.06
5771,Survive the Night,3.0,legal,False,soi,expansion,common,0.05
5772,Survivors' Encampment,0.0,legal,False,hou,expansion,common,0.25
5773,Suspension Field,2.0,legal,False,ktk,expansion,uncommon,0.07
5774,Suspicious Bookcase,2.0,legal,True,jmp,draft_innovation,uncommon,0.20
5775,Swab Goblin,2.0,legal,False,rix,expansion,common,0.18
5776,Swaggering Corsair,3.0,legal,False,rix,expansion,common,0.02
5777,Swamp,0.0,legal,True,neo,expansion,common,0.41
5778,Swan Song,1.0,legal,True,c16,commander,rare,13.52
5779,Swarm Guildmage,2.0,legal,False,grn,expansion,uncommon,0.06
5780,Swarm Intelligence,7.0,legal,True,c21,commander,rare,0.21
5781,Swarm Surge,3.0,legal,False,bfz,expansion,common,0.04
5782,Swarm of Bloodflies,5.0,legal,True,jmp,draft_innovation,uncommon,0.17
5783,Swarmborn Giant,4.0,legal,False,jou,expansion,uncommon,0.05
5784,Swashbuckling,2.0,legal,False,xln,expansion,common,0.02
5785,Swathcutter Giant,6.0,legal,False,grn,expansion,uncommon,0.07
5786,Sweatworks Brawler,4.0,legal,False,aer,expansion,common,0.02
5787,Sweep Away,3.0,legal,True,jmp,draft_innovation,common,0.04
5788,Sweet Oblivion,2.0,legal,False,thb,expansion,uncommon,0.02
5789,Swell of Growth,2.0,legal,False,bfz,expansion,common,0.06
5790,Sweltering Suns,3.0,legal,False,akh,expansion,rare,0.26
5791,Murderous Rider // Swift End,3.0,legal,False,eld,expansion,rare,1.61
5792,Swift Justice,1.0,legal,True,ddn,duel_deck,common,0.16
5793,Swift Kick,4.0,legal,False,ktk,expansion,common,0.02
5794,Swift Reckoning,2.0,legal,True,uma,masters,uncommon,0.04
5795,Swift Spinner,4.0,legal,False,emn,expansion,common,0.06
5796,Swift Warden,3.0,legal,False,rix,expansion,uncommon,0.12
5797,Swift Warkite,6.0,legal,False,dtk,expansion,uncommon,0.14
5798,Swiftblade Vindicator,2.0,legal,True,2xm,masters,rare,0.43
5799,Swiftwater Cliffs,0.0,legal,True,neo,expansion,common,0.22
5800,Swimmer in Nightmares,3.0,legal,False,thb,expansion,uncommon,0.12
5801,Swirling Torrent,6.0,legal,False,rna,expansion,uncommon,0.04
5802,Switcheroo,5.0,legal,True,m19,core,uncommon,0.07
5803,Sword of the Animist,2.0,legal,True,afc,commander,rare,5.88
5804,Sword-Point Diplomacy,3.0,legal,False,xln,expansion,rare,0.16
5805,Swordwise Centaur,2.0,legal,False,bng,expansion,common,0.04
5806,Sworn Companions,3.0,legal,False,grn,expansion,common,0.02
5807,Sworn Guardian,2.0,legal,False,rix,expansion,common,0.01
5808,Sylvan Advocate,2.0,legal,True,znc,commander,rare,0.12
5809,Sylvan Awakening,3.0,legal,False,dom,expansion,rare,0.97
5810,Sylvan Brushstrider,3.0,legal,True,jmp,draft_innovation,common,0.02
5811,Sylvan Caryatid,2.0,legal,False,ths,expansion,rare,4.80
5812,Sylvan Messenger,4.0,legal,True,khc,commander,uncommon,0.10
5813,Sylvan Primordial,7.0,legal,False,gtc,expansion,rare,0.35
5814,Sylvan Scrying,2.0,legal,True,bfz,expansion,uncommon,0.21
5815,Synchronized Strike,3.0,legal,False,akh,expansion,uncommon,0.07
5816,Syncopate,1.0,legal,True,vow,expansion,common,0.01
5817,Syndic of Tithes,2.0,legal,False,gtc,expansion,common,0.11
5818,Syndicate Enforcer,4.0,legal,False,gtc,expansion,common,0.07
5819,Syndicate Guildmage,2.0,legal,False,rna,expansion,uncommon,0.06
5820,Syndicate Messenger,4.0,legal,False,rna,expansion,common,0.01
5821,Syndicate Trafficker,2.0,legal,False,kld,expansion,rare,0.12
5822,Syphon Sliver,3.0,legal,False,m14,core,rare,10.02
5823,"Syr Alin, the Lion's Claw",5.0,legal,False,eld,expansion,uncommon,0.04
5824,"Syr Carah, the Bold",5.0,legal,False,eld,expansion,uncommon,0.09
5825,"Syr Elenora, the Discerning",5.0,legal,False,eld,expansion,uncommon,0.04
5826,"Syr Faren, the Hengehammer",2.0,legal,False,eld,expansion,uncommon,0.04
5827,"Syr Gwyn, Hero of Ashvale",6.0,legal,False,eld,expansion,mythic,1.55
5828,"Syr Konrad, the Grim",5.0,legal,True,znc,commander,uncommon,1.62
5829,Tablet of the Guilds,2.0,legal,False,rtr,expansion,uncommon,0.23
5830,Tah-Crop Elite,4.0,legal,False,akh,expansion,common,0.02
5831,Tah-Crop Skirmisher,2.0,legal,False,akh,expansion,common,0.01
5832,Taigam's Scheming,2.0,legal,False,ktk,expansion,common,0.08
5833,Taigam's Strike,4.0,legal,False,dtk,expansion,common,0.04
5834,Tail Slash,3.0,legal,False,dtk,expansion,common,0.04
5835,Tainted Remedy,3.0,legal,False,ori,core,rare,4.38
5836,"Tajic, Blade of the Legion",4.0,legal,False,dgm,expansion,rare,0.48
5837,"Tajic, Legion's Edge",3.0,legal,False,grn,expansion,rare,0.62
5838,Tajuru Beastmaster,6.0,legal,False,bfz,expansion,common,0.02
5839,Tajuru Pathwarden,5.0,legal,False,ogw,expansion,common,0.05
5840,Tajuru Stalwart,3.0,legal,False,bfz,expansion,common,0.03
5841,Tajuru Warcaller,5.0,legal,False,bfz,expansion,uncommon,0.05
5842,Give // Take,6.0,legal,False,dgm,expansion,uncommon,0.12
5843,Take Down,1.0,legal,False,kld,expansion,common,0.02
5844,Take Heart,1.0,legal,True,jmp,draft_innovation,common,0.02
5845,Take Inventory,2.0,legal,False,emn,expansion,common,0.05
5846,Take Up Arms,5.0,legal,True,bbd,draft_innovation,uncommon,0.04
5847,Take Vengeance,2.0,legal,True,gn2,box,common,0.04
5848,Take into Custody,1.0,legal,False,aer,expansion,common,0.03
5849,Tale's End,2.0,legal,False,m20,core,rare,1.48
5850,Talent of the Telepath,4.0,legal,False,ori,core,rare,0.52
5851,Tall as a Beanstalk,4.0,legal,False,eld,expansion,common,0.01
5852,Talons of Wildwood,2.0,legal,False,m19,core,common,0.05
5853,Tamiyo's Epiphany,4.0,legal,False,war,expansion,common,0.03
5854,Tamiyo's Journal,5.0,legal,False,soi,expansion,rare,2.15
5855,"Tamiyo, Collector of Tales",4.0,legal,False,war,expansion,rare,0.87
5856,"Tamiyo, Field Researcher",4.0,legal,False,emn,expansion,mythic,6.36
5857,Tandem Tactics,2.0,legal,True,jmp,draft_innovation,common,0.04
5858,Tangleclaw Werewolf // Fibrous Entangler,4.0,legal,False,emn,expansion,uncommon,0.17
5859,Tapestry of the Ages,4.0,legal,False,dtk,expansion,uncommon,0.08
5860,Tar Snare,3.0,legal,False,ogw,expansion,common,0.04
5861,"Taranika, Akroan Veteran",3.0,legal,False,thb,expansion,rare,0.13
5862,Tasigur's Cruelty,6.0,legal,False,frf,expansion,common,0.11
5863,"Tasigur, the Golden Fang",6.0,legal,True,uma,masters,rare,0.25
5864,Tasseled Dromedary,1.0,legal,False,kld,expansion,common,0.02
5865,Taste of Death,6.0,legal,True,c21,commander,rare,0.20
5866,Tattered Haunter,2.0,legal,False,emn,expansion,common,0.02
5867,Tattered Mummy,2.0,legal,True,gn2,box,common,0.26
5868,"Tatyova, Benthic Druid",5.0,legal,False,dom,expansion,uncommon,1.88
5869,Tavern Swindler,2.0,legal,True,m21,core,uncommon,0.02
5870,Wear // Tear,3.0,legal,True,cmr,draft_innovation,uncommon,2.12
5871,Tears of Valakut,2.0,legal,False,ogw,expansion,uncommon,0.06
5872,Tectonic Giant,4.0,legal,True,afc,commander,rare,0.26
5873,Tectonic Rift,4.0,legal,True,m20,core,common,0.02
5874,Teferi's Sentinel,5.0,legal,False,dom,expansion,uncommon,0.10
5875,Teferi's Time Twist,2.0,legal,False,war,expansion,common,0.24
5876,"Teferi, Hero of Dominaria",5.0,legal,False,dom,expansion,mythic,22.89
5877,"Teferi, Time Raveler",3.0,banned,False,war,expansion,rare,16.38
5878,"Teferi, Timebender",6.0,legal,False,dom,expansion,mythic,
5879,Teleportal,2.0,legal,True,mm3,masters,uncommon,0.21
5880,"Temmet, Vizier of Naktamun",2.0,legal,False,akh,expansion,rare,0.17
5881,Tempest Caller,4.0,legal,False,xln,expansion,uncommon,0.20
5882,Tempest Djinn,3.0,legal,False,dom,expansion,rare,0.27
5883,Temple Altisaur,5.0,legal,False,rix,expansion,rare,1.61
5884,Temple Garden,0.0,legal,True,grn,expansion,rare,9.96
5885,Temple Thief,2.0,legal,False,thb,expansion,common,0.02
5886,Temple of Abandon,0.0,legal,True,nec,commander,rare,0.33
5887,Arguel's Blood Fast // Temple of Aclazotz,2.0,legal,False,xln,expansion,rare,0.42
5888,Temple of Deceit,0.0,legal,True,mic,commander,rare,0.52
5889,Temple of Enlightenment,0.0,legal,True,nec,commander,rare,0.23
5890,Temple of Epiphany,0.0,legal,True,c21,commander,rare,0.48
5891,Temple of Malady,0.0,legal,True,c21,commander,rare,0.41
5892,Temple of Malice,0.0,legal,True,voc,commander,rare,0.58
5893,Temple of Mystery,0.0,legal,True,c21,commander,rare,0.28
5894,Temple of Plenty,0.0,legal,True,mic,commander,rare,0.56
5895,Temple of Silence,0.0,legal,True,c21,commander,rare,0.57
5896,Temple of Triumph,0.0,legal,True,c21,commander,rare,0.40
5897,Temporal Machinations,3.0,legal,False,dom,expansion,common,0.10
5898,Temporal Trespass,11.0,legal,False,frf,expansion,mythic,14.40
5899,Tempting Witch,3.0,legal,True,jmp,draft_innovation,uncommon,0.05
5900,Temur Ascendancy,3.0,legal,False,ktk,expansion,rare,1.36
5901,Temur Banner,3.0,legal,False,ktk,expansion,common,0.10
5902,Temur Battle Rage,2.0,legal,True,cmr,draft_innovation,common,0.10
5903,Temur Charger,2.0,legal,False,ktk,expansion,uncommon,0.08
5904,Temur Charm,3.0,legal,True,c20,commander,uncommon,0.07
5905,Temur Runemark,3.0,legal,False,frf,expansion,common,0.02
5906,Temur Sabertooth,4.0,legal,True,c17,commander,uncommon,3.49
5907,Temur War Shaman,6.0,legal,False,frf,expansion,rare,0.17
5908,Tenacious Dead,1.0,legal,True,bbd,draft_innovation,uncommon,0.25
5909,Tenacious Hunter,4.0,legal,False,hou,expansion,uncommon,0.03
5910,Tenacity,4.0,legal,False,soi,expansion,uncommon,0.06
5911,Tendershoot Dryad,5.0,legal,False,rix,expansion,rare,8.64
5912,Tenement Crasher,6.0,legal,False,rtr,expansion,common,0.02
5913,Tenth District Guard,2.0,legal,False,grn,expansion,common,0.01
5914,Tenth District Legionnaire,2.0,legal,False,war,expansion,uncommon,0.18
5915,Tenth District Veteran,3.0,legal,False,rna,expansion,common,0.02
5916,Terra Stomper,6.0,legal,True,ori,core,rare,0.20
5917,Terrain Elemental,2.0,legal,False,kld,expansion,common,0.13
5918,Terrarion,1.0,legal,True,jmp,draft_innovation,common,0.16
5919,Territorial Allosaurus,4.0,legal,False,dom,expansion,rare,0.28
5920,Territorial Baloth,5.0,legal,True,bfz,expansion,common,0.03
5921,Territorial Boar,2.0,legal,False,rna,expansion,common,0.02
5922,Territorial Gorger,4.0,legal,False,kld,expansion,rare,0.08
5923,Territorial Hammerskull,3.0,legal,False,xln,expansion,common,0.12
5924,Territorial Roc,2.0,legal,False,dtk,expansion,common,0.02
5925,Terror of Mount Velus,7.0,legal,True,afc,commander,rare,0.49
5926,Terror of the Fairgrounds,4.0,legal,False,kld,expansion,common,0.01
5927,Terrus Wurm,7.0,legal,False,rtr,expansion,common,0.04
5928,"Teshar, Ancestor's Apostle",4.0,legal,True,nec,commander,rare,0.27
5929,Tethmos High Priest,3.0,legal,True,uma,masters,common,0.08
5930,"Tetsuko Umezawa, Fugitive",2.0,legal,False,dom,expansion,uncommon,1.84
5931,"Tetzimoc, Primal Death",6.0,legal,False,rix,expansion,rare,0.57
5932,Teyo's Lightshield,3.0,legal,False,war,expansion,common,0.02
5933,"Teyo, the Shieldmage",3.0,legal,False,war,expansion,uncommon,0.26
5934,Teysa Karlov,4.0,legal,False,rna,expansion,rare,3.21
5935,"Teysa, Envoy of Ghosts",7.0,legal,True,c21,commander,rare,0.20
5936,Tezzeret the Schemer,4.0,legal,False,aer,expansion,mythic,0.97
5937,Tezzeret's Ambition,5.0,legal,False,kld,expansion,common,0.03
5938,Tezzeret's Betrayal,5.0,legal,False,aer,expansion,rare,0.13
5939,Tezzeret's Gatebreaker,4.0,legal,False,m19,core,rare,0.12
5940,Tezzeret's Simulacrum,3.0,legal,False,aer,expansion,uncommon,0.12
5941,Tezzeret's Strider,3.0,legal,False,m19,core,uncommon,0.22
5942,Tezzeret's Touch,3.0,legal,False,aer,expansion,uncommon,0.09
5943,"Tezzeret, Artifice Master",5.0,legal,False,m19,core,mythic,8.65
5944,"Tezzeret, Cruel Machinist",6.0,legal,False,m19,core,mythic,
5945,"Tezzeret, Master of Metal",6.0,legal,False,aer,expansion,mythic,
5946,"Tezzeret, Master of the Bridge",6.0,legal,False,war,expansion,mythic,
5947,Thalia's Lancers,5.0,legal,False,emn,expansion,rare,0.40
5948,Thalia's Lieutenant,2.0,legal,True,c20,commander,rare,2.35
5949,"Thalia, Heretic Cathar",3.0,legal,False,emn,expansion,rare,5.06
5950,Thallid Omnivore,4.0,legal,False,dom,expansion,common,0.08
5951,Thallid Soothsayer,4.0,legal,True,gnt,box,uncommon,0.21
5952,Thassa's Bounty,6.0,legal,False,ths,expansion,common,0.03
5953,Thassa's Devourer,5.0,legal,False,jou,expansion,common,0.04
5954,Thassa's Emissary,4.0,legal,False,ths,expansion,uncommon,0.12
5955,Thassa's Intervention,2.0,legal,False,thb,expansion,rare,0.17
5956,Thassa's Ire,1.0,legal,False,jou,expansion,uncommon,0.10
5957,Thassa's Oracle,2.0,legal,False,thb,expansion,rare,8.70
5958,Thassa's Rebuff,2.0,legal,False,bng,expansion,uncommon,0.14
5959,"Thassa, Deep-Dwelling",4.0,legal,False,thb,expansion,mythic,12.18
5960,"Thassa, God of the Sea",3.0,legal,False,ths,expansion,mythic,11.69
5961,Thaumatic Compass // Spires of Orazca,2.0,legal,False,xln,expansion,rare,2.98
5962,Thaumaturge's Familiar,3.0,legal,False,thb,expansion,common,0.01
